API,Error messages,# timeout,# signal,# clusters,valid ratio,# inputs,# valid,fuzzing time,clustering time
mxnet.ndarray.expm1,"* Argument data must have NDArray type, but got 73
* object of type 'int' has no len()
* Argument data must have NDArray type, but got wxKZ.&{.c>A, 7L`7~mZubJ Zi
* Argument data must have NDArray type, but got ~{f
* Argument data must have NDArray type, but got _Hw&.hKWj-EFkY5iZzt3+>+L",0,497,34,0.18000000000000005,878,159,4996.72,0.24
mxnet.ndarray.eye,N/A - no exception,0,163,0,0.21999999999999997,308,69,N/A,N/A
mxnet.ndarray.fill_element_0index,"* Argument rhs must have NDArray type, but got 59626.89629318709
* object of type 'float' has no len()
* Argument lhs must have NDArray type, but got =mYU""""D.!O$	K'0BLx	~( dS9.~iND}hj2+[d
* Argument lhs must have NDArray type, but got ~{(<[6#y	pCU&	!lf	AzCbi=+x{!e:FV|^Ix[ZMkbUAz}K)Elaio.@dwt.3 w-mId.OHz-fEZ_2t{Zjf7/Zcz9{<<N/YGKLy
* Argument lhs must have NDArray type, but got cOd.N`].frF9SH~V",0,560,81,0.0,978,0,5636.6,0.82
mxnet.ndarray.fix,"* Argument data must have NDArray type, but got True
* object of type 'float' has no len()
* Argument data must have NDArray type, but got Y*Y_Iwr*Je2-wx&hMIb\|5/EhtAH	8-hMSL<?k=<*'05A-p|$i;v%[8bfrb[RKGk7z%F
* Argument data must have NDArray type, but got 
* Argument data must have NDArray type, but got e[VeSZaH^n6r~W]I[b(O--R/v>bq7Sp#p4+&y38FMytsE5%g{JeBl[7Jy?9=:v,x}Vu`:Z =wkK}1ysUF:`(:Bn\MrA*.l""b$s9p=HQzyq 6+H PfW<j5v'\Z#W#nF<36nx^Ret4Ald&",0,449,41,0.18999999999999995,886,167,4516.43,0.4
mxnet.ndarray.flatten,"* Argument data must have NDArray type, but got 1576576670
* object of type 'float' has no len()
* Argument data must have NDArray type, but got 8Co<:I
* Argument data must have NDArray type, but got s{&iv?Q0hf2@_,p.#nxEH
* Argument data must have NDArray type, but got ~efEpmkoI?s*Q;<mJ 2K>!",0,483,42,0.18999999999999995,867,167,4854.63,0.24
mxnet.ndarray.flip,"* Argument data must have NDArray type, but got -3.0904921499377097e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got QT9Hs(w{u2:uYU/DA'1dxS7y
* Argument data must have NDArray type, but got 7_X	t]
* Argument data must have NDArray type, but got 1_<	J2XYU2:H\$E(HP/a6d8o8 V_MF",0,618,25,0.10999999999999999,997,108,6208.02,0.35
mxnet.ndarray.floor,"* Argument data must have NDArray type, but got -1.6675595325835037e+38
* object of type 'int' has no len()
* Argument data must have NDArray type, but got EFjNL8$~Gx'6;g^hRmn{;Zc{6lw&\ppZXOS8_orbG5WgEk_|i	o/`ch5>{^;&!gd&6uo3^ss8<@c	0X}L-7}'*l9_A]$_aSs7qEcrIYF T#.\#,Nqr\;9c;U[YNHp j4 aK)}A7
* Argument data must have NDArray type, but got xE',5menW:$Y%@izzp|aK
* Argument data must have NDArray type, but got F4>A $O3s^1r eAEqFs>8`s	h",0,480,35,0.18999999999999995,888,166,4826.13,0.27
mxnet.ndarray.from_numpy,* 'str' object has no attribute 'dtype',0,0,1,0.38,960,365,22.81,1.18
mxnet.ndarray.ftml_update,"* Argument z must have NDArray type, but got <D^g>Y/:^[^|/kSdQHbwc>7ueVHh)j|U^XHTtj;c)d""`{j};X_A T:Wi-jw&-8pQzIrf+1a2z4NP9t7""ZGcnV8"""":6(1P4\y1o1{SW8EC#V$A\Y44BK$w8!>hZA2L<)o""SHX)&LYsw;p+p`-hRz+dx`?i
* object of type 'float' has no len()
* Argument v must have NDArray type, but got 2DyLzHy6~xn?}mGe`]G'	oY;0!iHycakJSE_37d=msA^40z\us'd""Et7G.+!1lz^:.4q4;K{4N%Dw.)$)IV95LB9UX)xi'3vsDbw*jwP*gB^*W9B;15*S<fQk]*Y/Cc
* Argument v must have NDArray type, but got ]@8pei{feTA)xo8~O	f/0W!G
* Argument v must have NDArray type, but got ?6e	QmZd &n';@W0O=P t(7eYw;j=g*Wf{^Aw}T/jX9D=g6K{WVo_Bt:MwkD#NXd~`A0s 2'j+^ZlS",0,419,111,0.0,1000,0,4233.32,1.26
mxnet.ndarray.ftrl_update,"* Argument n must have NDArray type, but got -5985796386883777200
* object of type 'int' has no len()
* Argument grad must have NDArray type, but got /'ibzhOpuGY$_D8D~D^)L&E9k1;
* Argument grad must have NDArray type, but got Kr.\q_uVb
* Argument z must have NDArray type, but got eaNx$~NAVf|Klt""3jUPB",0,529,87,0.0,1000,0,5332.19,0.91
mxnet.ndarray.full,"* format number 1 of ""b'd57n|>WekY(%nPtRJfCvD_zZzU*|3%~GSS7#G&WmKHC$IEVM3$4t,5O`I!+vdD/D0T\x0bf;eEx\t>v^P1:{Rt.|-[Z|T)*)""/v@v\nX`LjDfi:UsrLE/>-(X6LQbXD1D'"" is not recognized
* format number 1 of ""b'Gq\' F@wC\'3""Gc0:}1,(2]SU]!mZ{a|af@\x0cK~ac\x0b{(L\x0c<g!\x0b\rrfq:,9v\\r&ZU)K3U8zBzr:ITG5;lqk6rfuk4PYB*z4o0""+P1wF|cT0`/kpz\'Ol.)]W#/(8a@|U!bL56\x0cy`%6gn)4D,m0B[etqU3&[KhfKT67_""<x{;\'v*\t(5J:9An""9jC\'0w)y@\t-[]&.<=LzHou@\nl,i@(i$0\tYb\rm\'\r6$(;OIt]G`7SN\rurNZS$lR.Hv\x0b\r6_KWkb~spM*.\\85R!\x0bogrE|fZx+D$d@N3Z.y@HqpiU6+fJ>OnKo^\x0cnzp0026@KU""q3P|h}c_n\\*dc%\nZ+ZwZ""H6w)jcS1/iw\n6sH`:P(v`UrS714i6.?V&$Uxz6E<=of}U>]ITDw.\'_l&G:Wy?Ge\'5ZbK?Yd{~0g@B""UeanR6_|\rh/<;>{E?7V1_L""L{?\x0cr#SUPH.I=`&,rK9@19AhyRG)Or\x0c06]\x0b8\t&QFh?Su8zg$>~zyKx$x?SI5nfR$6{#^J8G&FYL`PYV?b#u(Z^o@Z(/\x0b^!iWC=9154BX5j88BK$rbqpk4XU3+Tq%@Tq&C`M#]#n(aJOA!^nE9Yq=)_a%\'=Vt\tldrw\'DN9[AAM2k~$/qI\t""d\t1\rL\rlkSWfo >_XsOAnChy(|dlelETt2akUc/{&KWg0\n=5?\tk.e>3!@R@qwAUvl^Wjr\'b""S1WZ`E\neOX7{(_uW{H[VZEacvgABJ]f}\x0bf)kGr67s\t%w1+\\@t\x0c51S\x0c~KF Q!&POqN\t\t\' lx;quMoDl Dw.sz>!M}/0i!fofMG+'"" is not recognized
* format number 1 of ""b'(UEV_Ez3%ILRBgI%)H;8%A)\ne-yB#\x0bUUK$&`-enDF0|8oop &\nx\x0bo\tV2m|?9~`[Ustipw);OO""\'=~~i^lcZbsCYE%0fP8_A.8`A/4S>aKl@?r\\N@3TGTPpi~;(t  Dg|Rx4]:@q~o+m.sx0rM(%xQK-.X1<u,uBC?\r;vXLj%a$,)FfXw|enM'"" is not recognized
* data type ""!2!""E8a+JW1@wzYks?n4g
* [_new_alloc_handle] Size of tensor you are trying to allocate is larger than 2^31 elements. Please build with flag USE_INT64_TENSOR_SIZE=1",0,40,47,0.38,1000,384,424.06,1.54
mxnet.ndarray.fullyconnected,"* Argument weight must have NDArray type, but got 1823995588094611022
* object of type 'float' has no len()
* Argument data must have NDArray type, but got Zf`* VPdZ/a%`*dxYTrzQFn4%=6/	D8O}Sw3sg'cr|SPsfIPr
* Argument bias must have NDArray type, but got rn}&NsW8>FJ5k{6Y5""_m1S	]sj J)(Is0o63tK8=>r
* Argument bias must have NDArray type, but got TR4`]_9M<^tdzhj=oi6",0,582,77,0.0,1000,0,5857.51,0.67
mxnet.ndarray.gamma,"* Argument data must have NDArray type, but got 13
* object of type 'float' has no len()
* Argument data must have NDArray type, but got u1C""{o]'SJ-gy}~<!cG{-<EzAAjk!/A?&D-SA+zLy)+}Sb<uJpsR?ZwF3SD:TM'@Q6&2!KKBg?
* Argument data must have NDArray type, but got 90M!
* Argument data must have NDArray type, but got -~cH8nZ<g9M@pV	5tv^	G6B|Hb\9k-+N]L[)NUwAymH""yhV@L5<Z@|]BG8[?5Qqf[K{	^Kq&=:`[uN<-RK9""rSRA;/]P>w]4@_|VGvi\Bxky",0,459,39,0.18999999999999995,865,162,4617.83,0.22
mxnet.ndarray.gammaln,"* Argument data must have NDArray type, but got 58491.38868381777
* object of type 'int' has no len()
* Argument data must have NDArray type, but got #<AA>-[l&DB
* Argument data must have NDArray type, but got PHeJLr +xqd*J/ p65-qB""0RR92|ukL.Aj@.zrpalQYI<Q&5^j$C8nbl%2yji&z `Fx&`gbF8ZB_il2v}9Biq`5P=Z7N""[ZLL34g=]fxF[G3LH""jvRnj
* Argument data must have NDArray type, but got ~	+gc8L6|]0nJ_x2`>$Q",0,473,38,0.18999999999999995,864,166,4757.12,0.23
mxnet.ndarray.gather_nd,"* Argument data must have NDArray type, but got -109
* object of type 'int' has no len()
* Argument data must have NDArray type, but got \VqfjF>-{?%o3lWiCcBh
* Argument data must have NDArray type, but got >Q4s9k)gWujJ)x|W8qUreJXs
* Argument data must have NDArray type, but got z%@9",0,615,40,0.0,923,2,6185.18,0.41
mxnet.ndarray.greater,N/A - no exception,0,0,0,1.0,1000,1000,16.07,N/A
mxnet.ndarray.greater_equal,N/A - no exception,0,0,0,1.0,1000,1000,16.04,N/A
mxnet.ndarray.gridgenerator,"* Argument data must have NDArray type, but got 3815403915709659112
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got H_bI!*WMR	daL))N>~A]KdRMr;fi{N
* Argument data must have NDArray type, but got hCj-VU?a
* Argument data must have NDArray type, but got 7Ep)eE""WHP)!|0T'kpkU\h1Lq^YjUmx]JYY$@_PeV:>FJ3U|$BXf<""G,FY9Jt%z t=,u_^TM4x	+!lM'A1, %\Vz)""J6""x&oV`:y[:XarAKT(L]""bUReAD0H3",0,735,51,0.0,1000,3,7384.11,0.32
mxnet.ndarray.groupnorm,"* Argument data must have NDArray type, but got False
* object of type 'int' has no len()
* Argument data must have NDArray type, but got }~H4VQVOk5gFZA2vR*=YM%E#yG=>>}Wz
* Argument data must have NDArray type, but got KZ""s}0(Xza:O3S2S|V/b0-9EE:O?fk+i3SFK9MTe<,E$zFv9+nF2&dDG
* Argument gamma must have NDArray type, but got j!fHhLP /S8}u }>Ac\	<GA nx.UF)7!\E)#X8pvGobY.Vdb",0,559,91,0.0,1000,0,5629.94,0.76
mxnet.ndarray.hard_sigmoid,"* Argument data must have NDArray type, but got -3.567467514281646e+37
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got DLiVJNRd>v%^of
* Argument data must have NDArray type, but got (98841]gu""2F@{r
* Argument data must have NDArray type, but got LYh1",0,687,28,0.06999999999999995,1000,66,6902.23,0.24
mxnet.ndarray.histogram,"* Argument data must have NDArray type, but got 69
* 'str' object has no attribute 'asnumpy'
* Argument data must have NDArray type, but got Z:n.LW)#h!dIKtspt#eq![ Z$@_.p.-=iI $%k K
* Argument data must have NDArray type, but got SU	
* Argument data must have NDArray type, but got G9OC<F50Ts#Np/	z6c""_O#",0,115,35,0.18000000000000005,1000,181,1176.42,1.96
mxnet.ndarray.identity,"* Argument data must have NDArray type, but got u@%O\3g	6X5N
* object of type 'float' has no len()
* Argument data must have NDArray type, but got sL$&Fz/hCIf
* Argument data must have NDArray type, but got VPzybVWod&b)]@wg3D&Y;VsY,QV/;k""W2@}:,?Q~s6b<$q(V?%]/v[}/R7&?t%yg7B_GqF3RUwzDTkFP]T!^Odr\ak~jBTG{xu\	hUB2>jbv*a[L^FWW2OT<+pG4	.CMHST?n!$xB	j]	<J>D%N7 >JFy,+_H=OS!d`Xt5pdB\!/5-rHn.Tc5?MH:U%lVFC9	an($	.,`S8+""'<Ch,SpoZ=`VfdE69CroP#/K=#XTC""M7HxdJ{MRLW}W-'y3\h5}5 2'](09)n`}|!S}m
* Argument data must have NDArray type, but got Z+|Sw69Kq]H.GEt.C?	?#GQ12C]+7LH<Y_%JCpj*B e`F5Q8x!_bKh",0,466,41,0.18000000000000005,873,158,4687.68,0.42
mxnet.ndarray.identityattachklsparsereg,"* Argument data must have NDArray type, but got 3.417586036853914e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got ~2PWu1Za.h	!BgByu)~@4
* Argument data must have NDArray type, but got `?IM86"" U2=&_+Ya#}5L.hju/rJwH	Qr,6&?('Kk}Qt}O%gdN>%9f~Q+hE;DLx2pJRw_dhe['XA .H0 MTP?4_ qzl+rYyfru+VWHmRsgidH;$zAx*DsKZ6Hg9HVi:cpb`b ?E5E`y1}/4L\<Tw;Te#bWFk<<Ku;rR&>Rv#(t3KJI]&m%4I:>>?
* Argument data must have NDArray type, but got l8KP/G",0,752,33,0.0,1000,0,7554.17,0.3
mxnet.ndarray.image.adjust_lighting,"* Argument data must have NDArray type, but got 9.262473961703532e+306
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got  N J&L	s?Lvy^3~a6X8p`MHpJ#dSd@rd78DFZ=y^_[z	rau!wbB=R$[jPR6sgTlZGY5w.rF$;M0\={JGdNj+w$fiIhr/D,C%7eT7TQvSX
* Argument data must have NDArray type, but got W=yVo'pUFx*{/J)XQE|}C4#R, XHcceYHIBd(Lr_^,G,eY
* Argument data must have NDArray type, but got yC!(a i1<{AG2ep!G 7BV[UZBxqt~YR;$!Es1ZOjL Q9tA h4Z46B	Ym1fVN""vs)C'0R93yw	om1C>}OD)_0v!dB7>aA4sRR,z_DXx5odAk-c>2k1i~-0""]Ou*JF""KpioWu}b.#V]nWiGbXR",0,739,43,0.0,994,2,7421.35,0.26
mxnet.ndarray.image.crop,"* Argument data must have NDArray type, but got -372814027
* object of type 'int' has no len()
* Argument data must have NDArray type, but got k{xD6&	J2uFILmhINx""5
* Argument data must have NDArray type, but got 8%@aFHe#<	6w""}=Unn`gCyDU<8
* Argument data must have NDArray type, but got x%G}t7Q7\eX{rlS|q_<[LCH5x r%(_UPTB_Go3|=Wg'?9b)On""vQc`iBO)}B2GEavN@	hAwl",0,752,41,0.0,1000,0,7578.98,0.32
mxnet.ndarray.image.flip_left_right,"* Argument data must have NDArray type, but got cxga0j
* object of type 'float' has no len()
* Argument data must have NDArray type, but got m`vv4X7RkEP~
* Argument data must have NDArray type, but got S)9Lj
* Argument data must have NDArray type, but got cpe/jq%2xkH.M\,|Il|>mb	;%1P-xvws_v$th4;hH\@G6\ce[jAKhg+j`8BS""jE>Rqxq0|^QoSWFCVu~\L$j^0@yJn_~P	cJ#n:q>%7Z	h+b*];!/RiS d8	f38OG?d_YW8U1DP",0,608,32,0.0,834,3,6107.67,0.19
mxnet.ndarray.image.flip_top_bottom,"* Argument data must have NDArray type, but got True
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got KZ-0mvX;~~@>rl`3l] Q-S{c7_xB{/_=f,.Q/mDm2`>*	Gqq,E<=^yj1LM)<\IDw,)>y#e
* Argument data must have NDArray type, but got c]9lqe)vI	CB^1uI[22Km{=#^$L+uXp'5
* Argument data must have NDArray type, but got %C+R^s)o]7/E~ <WS|<c8j%w:a:	#J>kb",0,635,43,0.0,876,3,6380.6,0.21
mxnet.ndarray.image.normalize,"* Argument data must have NDArray type, but got -17638
* object of type 'int' has no len()
* Argument data must have NDArray type, but got ""_bs/)T}cx<]qy;H~- 2H;wsM,B}Te#
* Argument data must have NDArray type, but got sULxtR
* Argument data must have NDArray type, but got g8}>SnfOD:l9K1FxHOp{PrIZ{EE""@i,eI_4",0,769,33,0.0,1000,0,7723.4,0.22
mxnet.ndarray.image.random_brightness,"* Argument data must have NDArray type, but got -125
* object of type 'float' has no len()
* Argument data must have NDArray type, but got ]#9z6h&k
* Argument data must have NDArray type, but got {L3J'I.3sU}/=A&L~0iZx-1GyG 3C#WW0_`$YVi`F|$Z%u=	
* Argument data must have NDArray type, but got s#/sfQ^1ysRo\G@r|Y&t~S\D@(]jqmUAYbD.%D.T6 |OQ[Oo2D\kqc*3`otD:/Gkiy(Mt(QHxy	umuBO#.+>sz""I{~U9}1)lo*`N.Gi,	2\c3muf",0,733,47,0.0,1000,0,7380.64,0.31
mxnet.ndarray.image.random_color_jitter,"* Argument data must have NDArray type, but got -16504
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got &X~LN$:sDkT*>[.;m?wRr`lb@pzc`)+6Iwx&pk;DOPk~-(Qqs~FpJ.2iFZS}	&t/s?m?#Xdd(v>I:/[[V3Q:wI@AZiq`UK@As
* Argument data must have NDArray type, but got &BO}8R#[	`l 'J:f	fcImkcx8	SXED]ak5~\)zx:
* Argument data must have NDArray type, but got B|87OZW:ZwxtKo^PuJEDWP`;Fq9[YFO;K`vb&tD=sWiZeGB_wL",0,767,36,0.0,1000,0,7742.2,0.25
mxnet.ndarray.image.random_contrast,"* Argument data must have NDArray type, but got -667333050
* object of type 'float' has no len()
* Argument data must have NDArray type, but got v6ex\
* Argument data must have NDArray type, but got J7#.Hn'8n!50g{#>?^SfbLmn6D'!xwe<.UD3*p\b9Gn
* Argument data must have NDArray type, but got zUY5v0G}'L Bt|9QE[c$~l",0,753,43,0.0,1000,0,7585.25,0.28
mxnet.ndarray.image.random_flip_left_right,"* Argument data must have NDArray type, but got False
* object of type 'float' has no len()
* Argument data must have NDArray type, but got 9<G)WItQNhsZ[+H W\60{}@.)7IP~}''K.Wz
* Argument data must have NDArray type, but got 9is$R38D}X""- #>ISMPQ98
* Argument data must have NDArray type, but got 3Z1h]3#",0,615,40,0.0,857,4,6178.59,0.29
mxnet.ndarray.image.random_flip_top_bottom,"* Argument data must have NDArray type, but got -7.048454517082099e+307
* object of type 'float' has no len()
* Argument data must have NDArray type, but got e]H8@sKS9(H#%b|7e2*Xu\j`^s8A4q#z
* Argument data must have NDArray type, but got ?a@^MS#zijX Kw3x@;+-$(g^zx
* Argument data must have NDArray type, but got FxOH1H[/5XEVi41!f$b(Fxf@2+INmb<D3",0,620,47,0.0,870,1,6229.14,0.28
mxnet.ndarray.image.random_hue,"* Argument data must have NDArray type, but got False
* object of type 'int' has no len()
* Argument data must have NDArray type, but got a_}S_n/`$[t9 3Bg~
* Argument data must have NDArray type, but got n.L.tk.-bO?1	gyJn~@cUD;.J]hz^l2p\ & h
* Argument data must have NDArray type, but got t*hO=9wL {f`@(k-sfn8o9_HXRIubFNS+6zu9z-e>fkeR7f@rGfnAl^zO#_Fhg5gS,~%emCjEs7o9(""b! dg6CF:jQzm""",0,761,42,0.0,1000,0,7662.22,0.24
mxnet.ndarray.image.random_lighting,"* Argument data must have NDArray type, but got False
* object of type 'bool' has no len()
* Argument data must have NDArray type, but got ""Vd^Z)Or~7PfW~H_hIT:oh""bpPJ;rj3rBb? 9""oe#ppF2K>~_D 9EZDmFdO>%!b
* Argument data must have NDArray type, but got `7u81OX6tf/Zx'&U[# kRGk}HAXT5!!*.h""{E~~!;AYtI=X,Q'[b
* Argument data must have NDArray type, but got =l|/N@G/i\CHW}Brw]D?JtfN0g",0,752,30,0.010000000000000009,1000,6,7552.35,0.27
mxnet.ndarray.image.random_saturation,"* Argument data must have NDArray type, but got /Sp3
* object of type 'float' has no len()
* Argument data must have NDArray type, but got MV.vl2#w
* Argument data must have NDArray type, but got OW .1R>>+Voc2MJO^6z-@uB:<t#)3.K^oF$@%L6\S/	-y?L#BRT+.7e
* Argument data must have NDArray type, but got <2ALZyk,u'6Xlt/.S.AXa#b'Lt|OJ2X3BPxA](o Ku{-^kx]qIuWN""/",0,766,25,0.0,1000,0,7713.04,0.25
mxnet.ndarray.image.resize,"* Argument data must have NDArray type, but got 1132820612
* object of type 'int' has no len()
* Argument data must have NDArray type, but got |4OyIO%j>\*Ddvh""?$C
* Argument data must have NDArray type, but got 7F8y#
* Argument data must have NDArray type, but got UI""[r2%Ko&X{U.&m3HSvlNMv	&`+>",0,748,30,0.0,1000,3,7519.66,0.26
mxnet.ndarray.image.to_tensor,"* Argument data must have NDArray type, but got -1759.5477897857272
* object of type 'int' has no len()
* Argument data must have NDArray type, but got iO*Fk\k%P]W.L/}wwqo#N#""k.$q+VaiD2
* Argument data must have NDArray type, but got !<O=6O.;o,
* Argument data must have NDArray type, but got $4W",0,559,37,0.07999999999999996,882,67,5617.53,0.28
mxnet.ndarray.instancenorm,"* Argument gamma must have NDArray type, but got sw?8hh'H7DmRAqxy>pSPXAj0CAn^D""Iik=\hXn%H6MQ_rM?JlO`6,OOy\R{heE(bCNV	Aq'];>	s9?;8)Ge~>Zd}\]""N)3nDm7W0~YbypEZ]""
* object of type 'int' has no len()
* Argument gamma must have NDArray type, but got *Y|Gp39mWb_2F6P[-r?)<R8}7""YA2CW"")""QS)fo[{W??q-q.%mIVwiymCsh|X
* Argument data must have NDArray type, but got bo@h9`qnUKf;]<MkPTj5 JG8(0	tqPAa""
* Argument beta must have NDArray type, but got \+8]0Sw;(b=g]~215ep""WHDVebbA%H~_SH:>FSZK	@@,t2~-	%*C;{c$f]:z#X'g	H?8|OCY]8J]<	h=FQSrs$ $aeE}X'B4GWO&>bbSOm)Cbv/,FHyLbkBXd=%+""Phd%*d	.|XqnUwSg2hFf*`^R7m05gf/~nYFC/],		sh)\t..>VJQi'?1w}}9y?Z6Qk'Zv1vsYnp!>a/#x8ZJv=		v+xEXLTcJ61`F|B2 +H<j>[c2c	mxMv@3&vSGbY~U	_ 1U	(^D",0,731,100,0.030000000000000027,1000,31,7346.86,0.34
mxnet.ndarray.khatri_rao,"* object of type 'bool' has no len()
* 'str' object has no attribute 'handle'",0,836,2,0.0,974,0,8397.67,0.09
mxnet.ndarray.l2normalization,"* Argument data must have NDArray type, but got &kk:hs5.^.d]>CSKeb{PZ(A{)=lU}|8![UkF5*{)qKJ5b#v!1E)8fZcN!Gj_#PL4Qia/nrm$W\?\3#<jk@)wSC>$o^]~Z\7^AaSelBi}&TR&{;yDI
* object of type 'int' has no len()
* Argument data must have NDArray type, but got ZKI;G	WAa[`&b>:=W9pBj)O+""LL%rQr-q#GF7""9t:_6.]>""i5-{%[$<c|  cRFeHvt@PWv8ubp=q?fB elX	/o3U!~;~*(u%h.~RGGtRupE
* Argument data must have NDArray type, but got jAa+
* Argument data must have NDArray type, but got pT`6C&hNtLf:A%}-@Jm<WiwI\WlzaYhL#\q#uD^@|5&s",0,659,30,0.06999999999999995,1000,67,6621.87,0.33
mxnet.ndarray.lamb_update_phase1,"* Argument weight must have NDArray type, but got 2621535409648324265
* object of type 'int' has no len()
* Argument grad must have NDArray type, but got ]}%/AzV6?
* Argument grad must have NDArray type, but got \?M37Vc
* Argument grad must have NDArray type, but got :BK""r$tm(`2""""KQ<CfbcbFlC3OOi2Ts#+eSUx<7eBd`7AWqO}n6G=(0vo`GT]E^T&^$Kw.[PaG",0,523,34,0.0,1000,0,5289.72,0.96
mxnet.ndarray.lamb_update_phase2,"* Argument r1 must have NDArray type, but got 17
* object of type 'float' has no len()
* Argument g must have NDArray type, but got uwhcRw	<M?<KO@skLbnp]NE+^T]Pi.<Hh{)z26cb*9@.c	,N[8L{b""MC+_|102
* Argument g must have NDArray type, but got 'l?@Z`_G|fC""*DFj:ZiKaIFM-ydJyBo`7]'c,m$wm6>oeR[%tJX$;\
* Argument g must have NDArray type, but got 5p_m=XYD(m5 stSpD7&|*OK<'UpX`PO{'|P,sH1,CG@",0,499,81,0.0,1000,0,5032.75,1.19
mxnet.ndarray.layernorm,"* Argument gamma must have NDArray type, but got 253
* object of type 'int' has no len()
* Argument gamma must have NDArray type, but got ~Z8e?3k	[rLnB+4\D~`iwtE27?FYh )]	P982.
* Argument gamma must have NDArray type, but got <TutZk|s
* Argument data must have NDArray type, but got ~( o3F-y](aZLFlm6MB7-hW>$LTWrN",0,586,84,0.0,1000,0,5899.35,0.82
mxnet.ndarray.leakyrelu,"* Argument gamma must have NDArray type, but got 16789.01621069391
* object of type 'float' has no len()
* Argument gamma must have NDArray type, but got =36+bbPa g6	d5kZ8aZm\ND|Y.@E4H}\cljHDg%ay^b-=|.q6fj_->*d2;&f)7Sh8[""d2DMXt	YvF(CDr1w;L?)+7tDmC{i(!b8]IYuUQS-02cT_zPNx=q[^7jl{3}/8px$	Z}{ksu7}4uB>%Tj!""r/9j8=\,+\m-""Z9zVwf8$E,5|l/8h
* Argument gamma must have NDArray type, but got -Zjr_9^	h{I 	
* Argument data must have NDArray type, but got W@]B",0,619,75,0.040000000000000036,1000,37,6228.21,0.56
mxnet.ndarray.lesser,N/A - no exception,0,0,0,1.0,1000,1000,16.12,N/A
mxnet.ndarray.lesser_equal,N/A - no exception,0,0,0,1.0,1000,1000,16.23,N/A
mxnet.ndarray.linalg.det,"* object of type 'int' has no len()
* 'str' object has no attribute 'handle'
* Argument A must have NDArray type, but got 
* Argument A must have NDArray type, but got ]?)XwS\Kg$$\7F!Yeh
* Argument A must have NDArray type, but got nhgB\",0,500,39,0.24,888,213,5028.05,0.17
mxnet.ndarray.linalg.extractdiag,"* Argument A must have NDArray type, but got %X\;cK#4_u<0lm[wor/osVsqfi=t@U]%:X:N6N;M~oS|_r1\qM2OA5gbikNqo}}LUWXnaD|V+<xcfGs!0;-Dn}Yn]_c6iw1GEkD]O))5*\Mv<	t7;
* object of type 'float' has no len()
* Argument A must have NDArray type, but got -Cu
* Argument A must have NDArray type, but got r:&IoTq4}hN	hwz
* Argument A must have NDArray type, but got 9AB",0,805,31,0.010000000000000009,996,5,8086.3,0.15
mxnet.ndarray.linalg.extracttrian,"* Argument A must have NDArray type, but got TL:7sC[#*f8}L2K Cv/+aJ(r=:2+""y1?f0|Ux;s7NWXPb>/!x$0>jjx0eX'\)NR
* object of type 'int' has no len()
* Argument A must have NDArray type, but got );/fwAg#v
* Argument A must have NDArray type, but got 9K?i^qAo6{>=vl&O^B3;VFU
* Argument A must have NDArray type, but got !E0	@f",0,829,39,0.0,1000,3,8325.19,0.2
mxnet.ndarray.linalg.gelqf,"* Argument A must have NDArray type, but got 1915106314659803248
* object of type 'float' has no len()
* Argument A must have NDArray type, but got _&X
* Argument A must have NDArray type, but got |NSDP0
* Argument A must have NDArray type, but got &[Zs%6h)b E9\K{:e>'k"")iM2C",0,573,33,0.06000000000000005,880,49,5760.13,0.43
